,Rank_x,Name,Successful tackles,Season,Rank_y,Tackle points,Rank,Position,Matches played,Avg tackle points,Team
429,240.0,E Subash,3.0,ALL SEASONS,233.0,4.0,118.0,All Rounder,4.0,1.0,U Mumba
430,240.0,Satish,3.0,ALL SEASONS,248.0,3.0,234.0,"Defender, Right Corner",10.0,0.3,Patna Pirates
431,240.0,Muruthu M,3.0,ALL SEASONS,248.0,3.0,118.0,"Defender, Right Cover",3.0,1.0,Tamil Thalaivas
432,240.0,Amit Kharb,3.0,ALL SEASONS,220.0,5.0,202.0,"Defender, Right Cover",11.0,0.45,Gujarat Fortunegiants
433,240.0,Rohit Kumar Choudary,3.0,ALL SEASONS,248.0,3.0,284.0,Raider,38.0,0.08,Up Yoddha
434,240.0,Gurchet Singh,3.0,ALL SEASONS,248.0,3.0,164.0,NaN,4.0,0.75,Bengaluru Bulls
435,252.0,Pawan Kumar Kadian,2.0,ALL SEASONS,257.0,2.0,292.0,Raider,74.0,0.03,Puneri Paltan
436,252.0,Anoop E.V.,2.0,ALL SEASONS,257.0,2.0,174.0,Raider,3.0,0.67,U Mumba
437,252.0,Aman Kumar,2.0,ALL SEASONS,257.0,2.0,191.0,"Defender, Left Cover",4.0,0.5,Patna Pirates
438,252.0,Rakesh Narwal,2.0,ALL SEASONS,257.0,2.0,284.0,Raider,26.0,0.08,Bengal Warriors
439,252.0,Parveen Kumar,2.0,ALL SEASONS,248.0,3.0,213.0,"Defender, Right Cover",8.0,0.38,Bengal Warriors
440,252.0,Pravin Niwale,2.0,ALL SEASONS,257.0,2.0,278.0,Raider,17.0,0.12,Dabang Delhi Kc
441,252.0,Punit Kumar Teotia,2.0,ALL SEASONS,257.0,2.0,191.0,Raider,4.0,0.5,Dabang Delhi Kc
442,252.0,Gokul Shitole,2.0,ALL SEASONS,257.0,2.0,191.0,"Defender, Right Corner",4.0,0.5,Jaipur Pink Panthers
443,252.0,Sunil Hanumanthappa,2.0,ALL SEASONS,257.0,2.0,,,,,
444,252.0,Ehsan Zamani Fard,2.0,ALL SEASONS,257.0,2.0,242.0,"Defender, Left Corner",8.0,0.25,Dabang Delhi Kc
445,252.0,Simon Kibura,2.0,ALL SEASONS,257.0,2.0,249.0,Raider,9.0,0.22,Bengal Warriors
446,252.0,Tushar Balaram Bhoir,2.0,ALL SEASONS,248.0,3.0,234.0,"Defender, Right Cover",10.0,0.3,Dabang Delhi Kc
447,252.0,Rakshith,2.0,ALL SEASONS,257.0,2.0,278.0,Raider,17.0,0.12,Telugu Titans
448,252.0,Arjun Deshwal,2.0,ALL SEASONS,257.0,2.0,,,,,
449,252.0,Rajnish,2.0,ALL SEASONS,257.0,2.0,273.0,Raider,14.0,0.14,Telugu Titans
450,252.0,Gurdeep,2.0,ALL SEASONS,257.0,2.0,,,,,
451,252.0,Babu M,2.0,ALL SEASONS,257.0,2.0,118.0,"Defender, Left Cover",2.0,1.0,Haryana Steelers
452,252.0,Elangeshwaran R,2.0,ALL SEASONS,233.0,4.0,155.0,All Rounder,5.0,0.8,Telugu Titans
453,252.0,M. Thivakaran,2.0,ALL SEASONS,257.0,2.0,,,,,
454,252.0,Lokesh Kaushik,2.0,ALL SEASONS,257.0,2.0,,,,,
455,252.0,Prateek,2.0,ALL SEASONS,257.0,2.0,,,,,
456,252.0,Kuldeep,2.0,ALL SEASONS,257.0,2.0,,,,,
457,252.0,Sushil Vijay Bhosle,2.0,ALL SEASONS,257.0,2.0,118.0,"Defender, Left Cover",2.0,1.0,Bengal Warriors
458,252.0,Shashank Wankhede,2.0,ALL SEASONS,257.0,2.0,210.0,"Defender, Left Cover",5.0,0.4,Bengal Warriors
459,252.0,Anil Shriram Nimbolkar,2.0,ALL SEASONS,233.0,4.0,174.0,Raider,6.0,0.67,Dabang Delhi Kc
460,252.0,Amit Kumar Tomar,2.0,ALL SEASONS,257.0,2.0,249.0,Raider,9.0,0.22,Dabang Delhi Kc
461,252.0,Ravinder,2.0,ALL SEASONS,248.0,3.0,181.0,All Rounder,5.0,0.6,Patna Pirates
462,252.0,Azad Singh,2.0,ALL SEASONS,257.0,2.0,269.0,Raider,13.0,0.15,Up Yoddha
463,280.0,Mohit Balyan,1.0,ALL SEASONS,257.0,2.0,,,,,
464,280.0,Ankush,1.0,ALL SEASONS,289.0,1.0,,,,,
465,280.0,Ankit Beniwal,1.0,ALL SEASONS,289.0,1.0,,,,,
466,280.0,Armaan,1.0,ALL SEASONS,257.0,2.0,255.0,All Rounder,10.0,0.2,Telugu Titans
467,280.0,Vikram Kandola,1.0,ALL SEASONS,289.0,1.0,222.0,"Defender, Left Cover",3.0,0.33,Haryana Steelers
468,280.0,Aman Kadian,1.0,ALL SEASONS,289.0,1.0,,,,,
469,280.0,Sushil Gulia,1.0,ALL SEASONS,289.0,1.0,,,,,
470,280.0,Aman,1.0,ALL SEASONS,289.0,1.0,,,,,
471,280.0,Himanshu,1.0,ALL SEASONS,289.0,1.0,,,,,
472,280.0,Sachin Narwal,1.0,ALL SEASONS,289.0,1.0,284.0,All Rounder,12.0,0.08,Jaipur Pink Panthers
473,280.0,Hemant Chauhan,1.0,ALL SEASONS,289.0,1.0,222.0,All Rounder,3.0,0.33,Tamil Thalaivas
474,280.0,Satywan,1.0,ALL SEASONS,289.0,1.0,,,,,
475,280.0,Aashish Nagar,1.0,ALL SEASONS,289.0,1.0,,,,,
476,280.0,Naveen Narwal,1.0,ALL SEASONS,289.0,1.0,222.0,"Defender, Right Cover",3.0,0.33,Bengal Warriors
477,280.0,Gnanasekaran M,1.0,ALL SEASONS,257.0,2.0,242.0,"Defender, Right Corner",8.0,0.25,Dabang Delhi Kc
478,280.0,Ravinandan G.M.,1.0,ALL SEASONS,289.0,1.0,,,,,
479,280.0,Navjot Singh,1.0,ALL SEASONS,289.0,1.0,,,,,
480,280.0,Nirbhay Narwal,1.0,ALL SEASONS,289.0,1.0,,,,,
481,280.0,Hardeep Duhan,1.0,ALL SEASONS,289.0,1.0,,,,,
482,280.0,Sanju,1.0,ALL SEASONS,289.0,1.0,242.0,Raider,4.0,0.25,Dabang Delhi Kc
483,280.0,Virender Wazir Singh,1.0,ALL SEASONS,289.0,1.0,,,,,
484,280.0,Ajay Kumar,1.0,ALL SEASONS,289.0,1.0,294.0,Raider,50.0,0.02,Gujarat Fortunegiants
485,280.0,Mohammad Taghi Paein Mahali,1.0,ALL SEASONS,289.0,1.0,,,,,
486,280.0,Vishnu Uthaman,1.0,ALL SEASONS,289.0,1.0,,,,,
487,280.0,Athul MS,1.0,ALL SEASONS,289.0,1.0,292.0,Raider,38.0,0.03,U Mumba
488,280.0,Ajay Singh,1.0,ALL SEASONS,289.0,1.0,118.0,Defender,1.0,1.0,Bengaluru Bulls
489,280.0,Sanoj Kumar,1.0,ALL SEASONS,289.0,1.0,191.0,"Defender, Left Cover",2.0,0.5,Up Yoddha
490,280.0,Anand Surendra Tomar,1.0,ALL SEASONS,289.0,1.0,,,,,
491,280.0,Ajvender Singh,1.0,ALL SEASONS,289.0,1.0,,,,,
492,280.0,N. Shiva Ramakrishna,1.0,ALL SEASONS,257.0,2.0,,,,,
493,280.0,R. Sriram,1.0,ALL SEASONS,289.0,1.0,289.0,Raider,15.0,0.07,Puneri Paltan
494,280.0,Rahul Choudhary,1.0,ALL SEASONS,289.0,1.0,,,,,
495,280.0,Victor Onyango Obiero,1.0,ALL SEASONS,257.0,2.0,,,,,
496,280.0,Farhad Kamal Gharibi,1.0,ALL SEASONS,257.0,2.0,,,,,
497,280.0,Takamitsu Kono,1.0,ALL SEASONS,289.0,1.0,,,,,
498,280.0,Sinotharan Kanesharajah,1.0,ALL SEASONS,289.0,1.0,,,,,
499,280.0,Atif Waheed,1.0,ALL SEASONS,289.0,1.0,222.0,All Rounder,3.0,0.33,Telugu Titans
500,280.0,Wajid Ali,1.0,ALL SEASONS,289.0,1.0,242.0,All Rounder,4.0,0.25,Telugu Titans
501,280.0,Nithesh B R,1.0,ALL SEASONS,289.0,1.0,,,,,
502,280.0,Suraj Desai,1.0,ALL SEASONS,289.0,1.0,284.0,Raider,12.0,0.08,Telugu Titans
503,280.0,Sandeep Malik,1.0,ALL SEASONS,257.0,2.0,,,,,
504,280.0,Mohammad Maghshoudulu,1.0,ALL SEASONS,289.0,1.0,,,,,
505,280.0,Adinath Sakharam Gavali,1.0,ALL SEASONS,289.0,1.0,118.0,"Defender, Right And Left Cover",1.0,1.0,U Mumba
506,280.0,Sanjay Kumar,1.0,ALL SEASONS,289.0,1.0,275.0,All Rounder,8.0,0.13,Patna Pirates
507,280.0,Ravit Kumar,1.0,ALL SEASONS,289.0,1.0,222.0,Raider,3.0,0.33,Telugu Titans
508,280.0,Hyunil Park,1.0,ALL SEASONS,289.0,1.0,,,,,
509,280.0,Jishnu,1.0,ALL SEASONS,289.0,1.0,222.0,"Defender, Right Cover",3.0,0.33,Telugu Titans
510,280.0,Sunil Subhash Lande,1.0,ALL SEASONS,289.0,1.0,242.0,"Defender, Right Corner",4.0,0.25,Puneri Paltan
511,280.0,Rohit Kumar Prajapat,1.0,ALL SEASONS,289.0,1.0,,,,,
512,280.0,Kedar Lal,1.0,ALL SEASONS,289.0,1.0,,,,,
513,280.0,Pradeep Kumar,1.0,ALL SEASONS,257.0,2.0,255.0,Raider,10.0,0.2,U Mumba
514,280.0,Mangesh Bhagat,1.0,ALL SEASONS,289.0,1.0,275.0,Raider,8.0,0.13,Puneri Paltan
515,1.0,Sandeep Kumar Dhull,60.0,SEASON 7,1.0,67.0,3.0,"Defender, Left Corner",20.0,3.35,Jaipur Pink Panthers
516,1.0,Sumit,60.0,SEASON 7,2.0,61.0,1.0,"Defender, Left Corner",18.0,3.39,Up Yoddha
517,1.0,Sumit,60.0,SEASON 7,123.0,1.0,1.0,"Defender, Left Corner",18.0,3.39,Up Yoddha
518,120.0,Sumit,1.0,SEASON 7,2.0,61.0,1.0,"Defender, Left Corner",18.0,3.39,Up Yoddha
519,120.0,Sumit,1.0,SEASON 7,123.0,1.0,1.0,"Defender, Left Corner",18.0,3.39,Up Yoddha
520,3.0,Ravinder Pahal,57.0,SEASON 7,6.0,57.0,8.0,"Defender, Right Corner",20.0,2.85,Dabang Delhi Kc
521,3.0,Fazel Atrachali,57.0,SEASON 7,4.0,60.0,4.0,"Defender, Left Corner",19.0,3.16,U Mumba
522,5.0,Baldev Singh,54.0,SEASON 7,5.0,59.0,5.0,"Defender, Right Corner",20.0,2.95,Bengal Warriors
523,6.0,Vishal Bhardwaj,52.0,SEASON 7,2.0,61.0,1.0,Defender,18.0,3.39,Telugu Titans
524,7.0,Rinku Narwal,51.0,SEASON 7,7.0,53.0,13.0,Defender,20.0,2.65,Bengal Warriors
525,8.0,Neeraj Kumar,47.0,SEASON 7,8.0,51.0,11.0,"Defender, Right Cover",19.0,2.68,Patna Pirates
526,9.0,Parvesh Bhainswal,46.0,SEASON 7,11.0,48.0,20.0,"Defender, Left Cover",20.0,2.4,Gujarat Fortunegiants
527,9.0,PO Surjeet Singh,46.0,SEASON 7,8.0,51.0,11.0,"Defender, Right Cover",19.0,2.68,Puneri Paltan
528,11.0,Jaideep,45.0,SEASON 7,11.0,48.0,17.0,"Defender, Left Corner",19.0,2.53,Patna Pirates
529,11.0,Sunil,45.0,SEASON 7,14.0,46.0,10.0,"Defender, Right Corner",17.0,2.71,Haryana Steelers
530,13.0,Nitesh Kumar,44.0,SEASON 7,10.0,50.0,9.0,Defender,18.0,2.78,Up Yoddha
531,14.0,Surinder Singh,43.0,SEASON 7,18.0,45.0,21.0,Defender,19.0,2.37,U Mumba
532,15.0,Saurabh Nandal,42.0,SEASON 7,13.0,47.0,14.0,"Defender, Left Corner",18.0,2.61,Bengaluru Bulls
533,15.0,Joginder Singh Narwal,42.0,SEASON 7,14.0,46.0,24.0,"Defender, Left Corner",20.0,2.3,Dabang Delhi Kc
534,17.0,Sunil Kumar,40.0,SEASON 7,14.0,46.0,16.0,Defender,18.0,2.56,Gujarat Fortunegiants
535,17.0,Amit Sheoran,40.0,SEASON 7,19.0,43.0,25.0,Defender,19.0,2.26,Bengaluru Bulls
536,19.0,Mahender Singh,39.0,SEASON 7,14.0,46.0,7.0,"Defender, Left Cover",16.0,2.88,Bengaluru Bulls
537,20.0,Dharmaraj Cheralathan,37.0,SEASON 7,21.0,41.0,19.0,"Defender, Right And Left Corner",17.0,2.41,Haryana Steelers
538,20.0,Sandeep Narwal,37.0,SEASON 7,20.0,42.0,26.0,All Rounder,19.0,2.21,U Mumba
539,22.0,Vikas Kale,36.0,SEASON 7,25.0,38.0,28.0,"Defender, Right Cover",18.0,2.11,Haryana Steelers
540,22.0,Abozar Mohajermighani,36.0,SEASON 7,24.0,39.0,27.0,Defender,18.0,2.17,Telugu Titans
541,24.0,Ravi Kumar,35.0,SEASON 7,23.0,40.0,22.0,"Defender, Right Cover",17.0,2.35,Haryana Steelers
542,24.0,Manjeet Chhillar,35.0,SEASON 7,26.0,37.0,18.0,All Rounder,15.0,2.47,Tamil Thalaivas
543,26.0,Mohit Chhillar,34.0,SEASON 7,26.0,37.0,30.0,"Defender, Right Corner",18.0,2.06,Tamil Thalaivas
544,26.0,Vishal,34.0,SEASON 7,21.0,41.0,6.0,All Rounder,14.0,2.93,Jaipur Pink Panthers
545,28.0,Amit Hooda,33.0,SEASON 7,28.0,36.0,15.0,"Defender, Right Corner",14.0,2.57,Jaipur Pink Panthers
546,29.0,Jeeva Kumar,31.0,SEASON 7,31.0,32.0,37.0,"Defender, Right And Left Cover",19.0,1.68,Bengal Warriors
547,30.0,Ashu Singh,30.0,SEASON 7,31.0,32.0,35.0,"Defender, Right Cover",18.0,1.78,Up Yoddha
548,31.0,Ran Singh,29.0,SEASON 7,34.0,30.0,38.0,All Rounder,19.0,1.58,Tamil Thalaivas
549,31.0,Hadi Oshtorak,29.0,SEASON 7,29.0,35.0,34.0,All Rounder,19.0,1.84,Patna Pirates
550,31.0,Anil Kumar,29.0,SEASON 7,34.0,30.0,33.0,"Defender, Left Cover",16.0,1.88,Dabang Delhi Kc
551,34.0,Girish Maruti Ernak,28.0,SEASON 7,33.0,31.0,29.0,"Defender, Left Corner",15.0,2.07,Puneri Paltan
552,34.0,Jadhav Balasaheb Shahaji,28.0,SEASON 7,29.0,35.0,32.0,"Defender, Right Cover",18.0,1.94,Puneri Paltan
553,36.0,Farhad Rahimi Milaghardan,27.0,SEASON 7,36.0,27.0,41.0,All Rounder,18.0,1.5,Telugu Titans
554,37.0,Manjeet,26.0,SEASON 7,36.0,27.0,43.0,Raider,20.0,1.35,Puneri Paltan
555,38.0,Vishal Mane,24.0,SEASON 7,40.0,24.0,52.0,"Defender, Right Cover",20.0,1.2,Dabang Delhi Kc
556,39.0,Mohammad Esmaeil Nabibakhsh,23.0,SEASON 7,38.0,25.0,50.0,All Rounder,20.0,1.25,Bengal Warriors
557,40.0,Pankaj,21.0,SEASON 7,42.0,21.0,23.0,All Rounder,9.0,2.33,Gujarat Fortunegiants
558,40.0,Amit,21.0,SEASON 7,41.0,23.0,48.0,"Defender, Left Cover",18.0,1.28,Up Yoddha
559,42.0,More GB,20.0,SEASON 7,42.0,21.0,51.0,Raider,17.0,1.24,Gujarat Fortunegiants
560,43.0,Amit Kumar,19.0,SEASON 7,45.0,20.0,40.0,Raider,13.0,1.54,Puneri Paltan
561,43.0,Amit Kumar,19.0,SEASON 7,45.0,20.0,57.0,Raider,9.0,1.11,Telugu Titans
562,43.0,Amit Kumar,19.0,SEASON 7,64.0,10.0,40.0,Raider,13.0,1.54,Puneri Paltan
563,43.0,Amit Kumar,19.0,SEASON 7,64.0,10.0,57.0,Raider,9.0,1.11,Telugu Titans
564,43.0,Amit Kumar,19.0,SEASON 7,108.0,2.0,40.0,Raider,13.0,1.54,Puneri Paltan
565,43.0,Amit Kumar,19.0,SEASON 7,108.0,2.0,57.0,Raider,9.0,1.11,Telugu Titans
566,64.0,Amit Kumar,8.0,SEASON 7,45.0,20.0,40.0,Raider,13.0,1.54,Puneri Paltan
567,64.0,Amit Kumar,8.0,SEASON 7,45.0,20.0,57.0,Raider,9.0,1.11,Telugu Titans
568,64.0,Amit Kumar,8.0,SEASON 7,64.0,10.0,40.0,Raider,13.0,1.54,Puneri Paltan
569,64.0,Amit Kumar,8.0,SEASON 7,64.0,10.0,57.0,Raider,9.0,1.11,Telugu Titans
570,64.0,Amit Kumar,8.0,SEASON 7,108.0,2.0,40.0,Raider,13.0,1.54,Puneri Paltan
571,64.0,Amit Kumar,8.0,SEASON 7,108.0,2.0,57.0,Raider,9.0,1.11,Telugu Titans
572,120.0,Amit Kumar,1.0,SEASON 7,45.0,20.0,40.0,Raider,13.0,1.54,Puneri Paltan
573,120.0,Amit Kumar,1.0,SEASON 7,45.0,20.0,57.0,Raider,9.0,1.11,Telugu Titans
574,120.0,Amit Kumar,1.0,SEASON 7,64.0,10.0,40.0,Raider,13.0,1.54,Puneri Paltan
575,120.0,Amit Kumar,1.0,SEASON 7,64.0,10.0,57.0,Raider,9.0,1.11,Telugu Titans
576,120.0,Amit Kumar,1.0,SEASON 7,108.0,2.0,40.0,Raider,13.0,1.54,Puneri Paltan
577,120.0,Amit Kumar,1.0,SEASON 7,108.0,2.0,57.0,Raider,9.0,1.11,Telugu Titans
578,44.0,Monu,18.0,SEASON 7,38.0,25.0,46.0,Raider,19.0,1.32,Patna Pirates
579,44.0,Harendra Kumar,18.0,SEASON 7,46.0,19.0,56.0,"Defender, Left Cover",17.0,1.12,U Mumba
580,44.0,C. Arun,18.0,SEASON 7,42.0,21.0,54.0,"Defender, Left Cover",18.0,1.17,Telugu Titans
581,47.0,Vikas Jaglan,16.0,SEASON 7,49.0,16.0,69.0,All Rounder,19.0,0.84,Patna Pirates
582,48.0,Hadi Tajik,15.0,SEASON 7,49.0,16.0,44.0,"Defender, Right Corner",12.0,1.33,Puneri Paltan
583,48.0,Shubham Shinde,15.0,SEASON 7,48.0,17.0,47.0,"Defender, Right Corner",13.0,1.31,Puneri Paltan
584,48.0,Nitin Rawal,15.0,SEASON 7,46.0,19.0,49.0,All Rounder,15.0,1.27,Jaipur Pink Panthers
585,48.0,Ruturaj Shivaji Koravi,15.0,SEASON 7,51.0,15.0,60.0,Defender,15.0,1.0,Gujarat Fortunegiants
586,52.0,Sumit Malik,14.0,SEASON 7,51.0,15.0,59.0,"Defender, Left Corner",14.0,1.07,Gujarat Fortunegiants
587,53.0,Ajeet,13.0,SEASON 7,53.0,14.0,60.0,"Defender, Right Cover",14.0,1.0,Tamil Thalaivas
588,53.0,Pawan Kumar Sehrawat,13.0,SEASON 7,53.0,14.0,71.0,Raider,19.0,0.74,Bengaluru Bulls
589,53.0,Santhapanaselvam,13.0,SEASON 7,53.0,14.0,36.0,All Rounder,8.0,1.75,Jaipur Pink Panthers
590,56.0,Sagar,12.0,SEASON 7,57.0,13.0,53.0,"Defender, Right Corner",11.0,1.18,Tamil Thalaivas
591,57.0,M. Abishek,11.0,SEASON 7,62.0,11.0,39.0,"Defender, Right Cover",7.0,1.57,Tamil Thalaivas
592,57.0,Ankit,11.0,SEASON 7,57.0,13.0,58.0,"Defender, Right Corner",12.0,1.08,Gujarat Fortunegiants
593,57.0,Ankit,11.0,SEASON 7,57.0,13.0,67.0,Defender,7.0,0.86,Bengaluru Bulls
594,57.0,Ankit,11.0,SEASON 7,77.0,6.0,58.0,"Defender, Right Corner",12.0,1.08,Gujarat Fortunegiants
595,57.0,Ankit,11.0,SEASON 7,77.0,6.0,67.0,Defender,7.0,0.86,Bengaluru Bulls
596,78.0,Ankit,5.0,SEASON 7,57.0,13.0,58.0,"Defender, Right Corner",12.0,1.08,Gujarat Fortunegiants
597,78.0,Ankit,5.0,SEASON 7,57.0,13.0,67.0,Defender,7.0,0.86,Bengaluru Bulls
598,78.0,Ankit,5.0,SEASON 7,77.0,6.0,58.0,"Defender, Right Corner",12.0,1.08,Gujarat Fortunegiants
599,78.0,Ankit,5.0,SEASON 7,77.0,6.0,67.0,Defender,7.0,0.86,Bengaluru Bulls
600,57.0,Vijay,11.0,SEASON 7,62.0,11.0,84.0,All Rounder,19.0,0.58,Dabang Delhi Kc
601,57.0,Sagar B Krishna,11.0,SEASON 7,53.0,14.0,54.0,All Rounder,12.0,1.17,Puneri Paltan
602,61.0,Deepak Niwas Hooda,10.0,SEASON 7,59.0,12.0,80.0,All Rounder,20.0,0.6,Jaipur Pink Panthers
603,61.0,Pavan T. R.,10.0,SEASON 7,59.0,12.0,70.0,"Defender, Right Cover",15.0,0.8,Jaipur Pink Panthers
604,61.0,Mohit Sehrawat,10.0,SEASON 7,59.0,12.0,63.0,"Defender, Right Cover",13.0,0.92,Bengaluru Bulls
605,64.0,Kuldeep Singh,8.0,SEASON 7,68.0,8.0,64.0,Defender,9.0,0.89,Haryana Steelers
606,64.0,Rohit Gulia,8.0,SEASON 7,65.0,9.0,89.0,All Rounder,20.0,0.45,Gujarat Fortunegiants
607,64.0,Rahul Chaudhari,8.0,SEASON 7,68.0,8.0,93.0,Raider,20.0,0.4,Tamil Thalaivas
608,64.0,Saeid Ghaffari,8.0,SEASON 7,68.0,8.0,64.0,"Defender, Left Cover",9.0,0.89,Dabang Delhi Kc
609,69.0,Viraj Vishnu Landge,7.0,SEASON 7,72.0,7.0,66.0,"Defender, Left Cover",8.0,0.88,Bengal Warriors
610,69.0,Surender Gill,7.0,SEASON 7,68.0,8.0,86.0,Raider,15.0,0.53,Up Yoddha
611,69.0,Sanket Sawant,7.0,SEASON 7,72.0,7.0,42.0,"Defender, Left Cover",5.0,1.4,Puneri Paltan
612,72.0,Mayur Shivtarkar,6.0,SEASON 7,77.0,6.0,67.0,All Rounder,7.0,0.86,Bengal Warriors
613,72.0,Sunil Siddhgavali,6.0,SEASON 7,65.0,9.0,78.0,Defender,14.0,0.64,Jaipur Pink Panthers
614,72.0,Rakesh Gowda,6.0,SEASON 7,65.0,9.0,60.0,Raider,9.0,1.0,Telugu Titans
615,72.0,Vineet Sharma,6.0,SEASON 7,72.0,7.0,78.0,Raider,11.0,0.64,Tamil Thalaivas
616,72.0,Krushna Madane,6.0,SEASON 7,77.0,6.0,74.0,Defender,9.0,0.67,Telugu Titans
617,72.0,Shabeer Bappu,6.0,SEASON 7,72.0,7.0,87.0,Raider,14.0,0.5,Tamil Thalaivas
618,78.0,Mohammad Esmaeil Maghsoudlou Mahalli,5.0,SEASON 7,72.0,7.0,92.0,Raider,17.0,0.41,Patna Pirates
619,78.0,Jawahar Dagar,5.0,SEASON 7,83.0,5.0,72.0,Defender,7.0,0.71,Patna Pirates
620,78.0,Nitin Tomar,5.0,SEASON 7,77.0,6.0,88.0,Raider,13.0,0.46,Puneri Paltan
621,78.0,Chand Singh,5.0,SEASON 7,77.0,6.0,74.0,"Defender, Left Corner",9.0,0.67,Haryana Steelers
622,83.0,Vinay,4.0,SEASON 7,86.0,4.0,106.0,Raider,19.0,0.21,Haryana Steelers
623,83.0,Vinod Kumar,4.0,SEASON 7,86.0,4.0,90.0,All Rounder,9.0,0.44,Gujarat Fortunegiants
624,83.0,Vijay Kumar,4.0,SEASON 7,83.0,5.0,85.0,"Defender, Right Corner",9.0,0.56,Bengaluru Bulls
625,83.0,Rohit Kumar,4.0,SEASON 7,86.0,4.0,104.0,Raider,17.0,0.24,Bengaluru Bulls
626,83.0,Vikash Kandola,4.0,SEASON 7,86.0,4.0,102.0,Raider,16.0,0.25,Haryana Steelers
627,83.0,Young Chang Ko,4.0,SEASON 7,77.0,6.0,80.0,"Defender, Left Cover",10.0,0.6,U Mumba
628,89.0,Shrikant Jadhav,3.0,SEASON 7,96.0,3.0,111.0,Raider,18.0,0.17,Up Yoddha
629,89.0,Chandran Ranjit,3.0,SEASON 7,86.0,4.0,106.0,Raider,19.0,0.21,Dabang Delhi Kc
630,89.0,Rohit Baliyan,3.0,SEASON 7,86.0,4.0,102.0,Raider,16.0,0.25,U Mumba
631,89.0,Ashish Kumar,3.0,SEASON 7,83.0,5.0,72.0,All Rounder,7.0,0.71,Bengaluru Bulls
632,89.0,Sachin Kumar,3.0,SEASON 7,86.0,4.0,95.0,All Rounder,12.0,0.33,Up Yoddha
633,89.0,Siddharth Sirish Desai,3.0,SEASON 7,96.0,3.0,111.0,Raider,18.0,0.17,Telugu Titans
634,89.0,Banty,3.0,SEASON 7,96.0,3.0,100.0,Raider,11.0,0.27,Bengaluru Bulls
635,89.0,Parveen,3.0,SEASON 7,86.0,4.0,74.0,"Defender, Left Cover",6.0,0.67,Haryana Steelers
636,89.0,Adarsh T,3.0,SEASON 7,96.0,3.0,95.0,"Defender, Left Corner",9.0,0.33,Bengal Warriors
637,89.0,Ponparthiban Subramanian,3.0,SEASON 7,96.0,3.0,91.0,"Defender, Right Cover",7.0,0.43,Tamil Thalaivas
638,89.0,Sonu Jaglan,3.0,SEASON 7,86.0,4.0,,,,,
639,89.0,Elavarasan A,3.0,SEASON 7,86.0,4.0,44.0,"Defender, Left Cover",3.0,1.33,Jaipur Pink Panthers
640,89.0,Pankaj Mohite,3.0,SEASON 7,96.0,3.0,110.0,Raider,16.0,0.19,Puneri Paltan
641,102.0,Ravinder,2.0,SEASON 7,96.0,3.0,80.0,All Rounder,5.0,0.6,Patna Pirates
642,102.0,Gurdeep,2.0,SEASON 7,108.0,2.0,,,,,
643,102.0,Arjun Deshwal,2.0,SEASON 7,108.0,2.0,,,,,
644,102.0,Rajnish,2.0,SEASON 7,108.0,2.0,108.0,Raider,10.0,0.2,Telugu Titans
645,102.0,Ajay,2.0,SEASON 7,108.0,2.0,105.0,Defender,9.0,0.22,Bengaluru Bulls
646,102.0,Naveen,2.0,SEASON 7,108.0,2.0,113.0,Raider,14.0,0.14,Haryana Steelers
647,102.0,Naveen Kumar,2.0,SEASON 7,108.0,2.0,117.0,Raider,20.0,0.1,Dabang Delhi Kc
648,102.0,Lalit Chaudhary,2.0,SEASON 7,96.0,3.0,,,,,
649,102.0,Kamal Singh,2.0,SEASON 7,108.0,2.0,74.0,Raider,3.0,0.67,Telugu Titans
650,102.0,Amit Kharb,2.0,SEASON 7,96.0,3.0,80.0,"Defender, Right Cover",5.0,0.6,Gujarat Fortunegiants
651,102.0,Sandeep,2.0,SEASON 7,108.0,2.0,31.0,All Rounder,1.0,2.0,Puneri Paltan
652,102.0,K. Prapanjan,2.0,SEASON 7,108.0,2.0,116.0,Raider,18.0,0.11,Bengal Warriors
653,102.0,Selvamani K,2.0,SEASON 7,108.0,2.0,,,,,
654,102.0,Rajaguru Subramanian,2.0,SEASON 7,108.0,2.0,93.0,"Defender, Right Cover",5.0,0.4,U Mumba
655,102.0,Mohsen Maghsoudloujafari,2.0,SEASON 7,96.0,3.0,100.0,All Rounder,11.0,0.27,Up Yoddha
656,102.0,Monu Goyat,2.0,SEASON 7,96.0,3.0,99.0,Raider,10.0,0.3,Up Yoddha
657,102.0,Sumit Singh,2.0,SEASON 7,96.0,3.0,108.0,Raider,15.0,0.2,Bengaluru Bulls
658,102.0,Nilesh Salunke,2.0,SEASON 7,108.0,2.0,115.0,Raider,17.0,0.12,Jaipur Pink Panthers
659,120.0,Darshan Kadian,1.0,SEASON 7,123.0,1.0,113.0,Raider,7.0,0.14,Puneri Paltan
660,120.0,Ravindra Ramesh Kumawat,1.0,SEASON 7,123.0,1.0,,,,,
661,120.0,Sombir,1.0,SEASON 7,123.0,1.0,,,,,
662,120.0,Mohammad Taghi Paein Mahali,1.0,SEASON 7,123.0,1.0,,,,,
663,120.0,Rishank Devadiga,1.0,SEASON 7,123.0,1.0,121.0,Raider,14.0,0.07,Up Yoddha
664,120.0,Jang Kun Lee,1.0,SEASON 7,123.0,1.0,118.0,Raider,13.0,0.08,Patna Pirates
