,Rank_x,Name,Successful tackles,Season,Rank_y,Tackle points,Rank,Position,Matches played,Avg tackle points,Team
1461,50.0,Surjeet Narwal,5.0,SEASON 1,45.0,7.0,57.0,Raider,14.0,0.5,Dabang Delhi Kc
1462,50.0,Ajay Thakur,5.0,SEASON 1,53.0,5.0,65.0,Raider,15.0,0.33,Bengaluru Bulls
1463,50.0,Seong Ryeol Kim,5.0,SEASON 1,53.0,5.0,20.0,Defender,3.0,1.67,Bengal Warriors
1464,54.0,Dadaso Balaso Awad,4.0,SEASON 1,53.0,5.0,38.0,All Rounder,5.0,1.0,Dabang Delhi Kc
1465,54.0,Kuldeep Singh,4.0,SEASON 1,53.0,5.0,20.0,"Defender, Left Corner",3.0,1.67,Patna Pirates
1466,54.0,Nitin Madane,4.0,SEASON 1,51.0,6.0,57.0,Raider,12.0,0.5,Bengal Warriors
1467,54.0,Rajesh Mondal,4.0,SEASON 1,53.0,5.0,65.0,Raider,15.0,0.33,Bengaluru Bulls
1468,54.0,Sukesh Hegde,4.0,SEASON 1,59.0,4.0,70.0,Raider,14.0,0.29,Telugu Titans
1469,54.0,Vikas Tomar,4.0,SEASON 1,53.0,5.0,52.0,"Defender, Right Corner",8.0,0.63,Puneri Paltan
1470,60.0,Gurchet Singh,3.0,SEASON 1,62.0,3.0,46.0,NaN,4.0,0.75,Bengaluru Bulls
1471,60.0,Rakesh Singh Kumar,3.0,SEASON 1,62.0,3.0,65.0,"Defender, Left Cover",9.0,0.33,Dabang Delhi Kc
1472,60.0,Rupesh Tomar,3.0,SEASON 1,59.0,4.0,45.0,All Rounder,5.0,0.8,Telugu Titans
1473,60.0,Gurvinder Singh,3.0,SEASON 1,59.0,4.0,55.0,Raider,7.0,0.57,Patna Pirates
1474,60.0,Gangadhari Mallesh,3.0,SEASON 1,62.0,3.0,69.0,Raider,10.0,0.3,Jaipur Pink Panthers
1475,65.0,Deepak Niwas Hooda,2.0,SEASON 1,66.0,2.0,77.0,All Rounder,14.0,0.14,Telugu Titans
1476,65.0,Ehsan Zamani Fard,2.0,SEASON 1,66.0,2.0,72.0,"Defender, Left Corner",8.0,0.25,Dabang Delhi Kc
1477,65.0,Simon Kibura,2.0,SEASON 1,66.0,2.0,57.0,Raider,4.0,0.5,Puneri Paltan
1478,65.0,Jang Kun Lee,2.0,SEASON 1,66.0,2.0,76.0,Raider,11.0,0.18,Bengal Warriors
1479,65.0,Raju Lal Choudhary,2.0,SEASON 1,66.0,2.0,63.0,"Defender, Right Corner",5.0,0.4,Jaipur Pink Panthers
1480,65.0,Punit Kumar Teotia,2.0,SEASON 1,66.0,2.0,57.0,Raider,4.0,0.5,Dabang Delhi Kc
1481,65.0,Parveen Kumar,2.0,SEASON 1,62.0,3.0,64.0,"Defender, Right Cover",8.0,0.38,Bengal Warriors
1482,65.0,Sunil Hanumanthappa,2.0,SEASON 1,66.0,2.0,,,,,
1483,65.0,Gokul Shitole,2.0,SEASON 1,66.0,2.0,48.0,"Defender, Right Corner",3.0,0.67,Jaipur Pink Panthers
1484,65.0,Deepak Kumar Dahiya,2.0,SEASON 1,66.0,2.0,70.0,Raider,7.0,0.29,Bengaluru Bulls
1485,75.0,Mangesh Bhagat,1.0,SEASON 1,77.0,1.0,79.0,Raider,8.0,0.13,Puneri Paltan
1486,75.0,Pawan Kumar Kadian,1.0,SEASON 1,77.0,1.0,80.0,Raider,10.0,0.1,U Mumba
1487,75.0,Sunil Subhash Lande,1.0,SEASON 1,77.0,1.0,72.0,"Defender, Right Corner",4.0,0.25,Puneri Paltan
1488,75.0,Pravin Niwale,1.0,SEASON 1,77.0,1.0,77.0,Raider,7.0,0.14,Puneri Paltan
1489,75.0,Shabeer Bappu,1.0,SEASON 1,77.0,1.0,80.0,Raider,10.0,0.1,U Mumba
1490,75.0,Farhad Kamal Gharibi,1.0,SEASON 1,66.0,2.0,,,,,
1491,75.0,Takamitsu Kono,1.0,SEASON 1,77.0,1.0,,,,,
1492,75.0,Tae Deok Eom,1.0,SEASON 1,66.0,2.0,75.0,All Rounder,9.0,0.22,Patna Pirates
1493,75.0,Atif Waheed,1.0,SEASON 1,77.0,1.0,65.0,All Rounder,3.0,0.33,Telugu Titans
1494,75.0,Wajid Ali,1.0,SEASON 1,77.0,1.0,72.0,All Rounder,4.0,0.25,Telugu Titans
1495,75.0,Sinotharan Kanesharajah,1.0,SEASON 1,77.0,1.0,,,,,
1496,,Harish Naik,,ALL SEASONS,,,295.0,Raider,21.0,0.0,Bengaluru Bulls
1497,,Anand Patil,,ALL SEASONS,,,295.0,Raider,26.0,0.0,Jaipur Pink Panthers
1498,,Dong Geon Lee,,ALL SEASONS,,,295.0,Raider,33.0,0.0,U Mumba
1499,,C Kalai Arasan,,ALL SEASONS,,,295.0,Defender,3.0,0.0,Gujarat Fortunegiants
1500,,Pardeep Kandola,,ALL SEASONS,,,295.0,"Defender, Right Corner",3.0,0.0,Bengaluru Bulls
1501,,Kiran A,,ALL SEASONS,,,295.0,Defender,4.0,0.0,Telugu Titans
1502,,Vinoth Kumar,,ALL SEASONS,,,295.0,Raider,17.0,0.0,U Mumba
1503,,Sonu Narwal,,ALL SEASONS,,,295.0,Raider,33.0,0.0,Puneri Paltan
1504,,Anil Singh,,ALL SEASONS,,,295.0,"Defender, Right Corner",2.0,0.0,Puneri Paltan
1505,,Mandeep Kumar,,ALL SEASONS,,,295.0,Raider,7.0,0.0,Patna Pirates
1506,,V. Ajith Kumar,,ALL SEASONS,,,295.0,Raider,17.0,0.0,Tamil Thalaivas
1507,,Narender,,SEASON 7,,,125.0,All Rounder,3.0,0.0,Up Yoddha
1508,,Armaan,,SEASON 7,,,125.0,All Rounder,6.0,0.0,Telugu Titans
1509,,V. Ajith Kumar,,SEASON 7,,,125.0,Raider,17.0,0.0,Tamil Thalaivas
1510,,Maninder Singh,,SEASON 7,,,125.0,Raider,20.0,0.0,Bengal Warriors
1511,,C Kalai Arasan,,SEASON 6,,,139.0,Defender,2.0,0.0,Gujarat Fortunegiants
1512,,Hadi Tajik,,SEASON 6,,,139.0,"Defender, Right Corner",5.0,0.0,U Mumba
1513,,Shabeer Bappu,,SEASON 6,,,139.0,Raider,6.0,0.0,Dabang Delhi Kc
1514,,Jang Kun Lee,,SEASON 5,,,137.0,Raider,21.0,0.0,Bengal Warriors
1515,,Bhupender Singh,,SEASON 5,,,137.0,All Rounder,17.0,0.0,Bengal Warriors
1516,,Nitin Madane,,SEASON 5,,,137.0,Raider,12.0,0.0,U Mumba
1517,,Navneet Gautam,,SEASON 5,,,137.0,"Defender, Left Corner",3.0,0.0,Jaipur Pink Panthers
1518,,Pawan Kumar Kadian,,SEASON 5,,,137.0,Raider,21.0,0.0,Jaipur Pink Panthers
1519,,Pardeep Narwal,,SEASON 5,,,137.0,Raider,26.0,0.0,Patna Pirates
1520,,Pardeep Kandola,,SEASON 5,,,137.0,"Defender, Right Corner",3.0,0.0,Bengaluru Bulls
1521,,Anand Patil,,SEASON 5,,,137.0,Raider,19.0,0.0,Dabang Delhi Kc
1522,,Harish Naik,,SEASON 5,,,137.0,Raider,14.0,0.0,Bengaluru Bulls
1523,,Amit Sheoran,,SEASON 5,,,137.0,Defender,4.0,0.0,Bengaluru Bulls
1524,,Jeeva Gopal,,SEASON 4,,,75.0,"Defender, Left Cover",5.0,0.0,Bengaluru Bulls
1525,,Rishank Devadiga,,SEASON 4,,,75.0,Raider,14.0,0.0,U Mumba
1526,,Sukesh Hegde,,SEASON 4,,,75.0,Raider,9.0,0.0,Telugu Titans
1527,,Selvamani K,,SEASON 4,,,75.0,Raider,13.0,0.0,Dabang Delhi Kc
1528,,Ravi Kumar,,SEASON 4,,,75.0,"Defender, Right Cover",5.0,0.0,Bengal Warriors
1529,,Ajay Kumar,,SEASON 4,,,75.0,Raider,15.0,0.0,Jaipur Pink Panthers
1530,,Rohit Kumar Choudary,,SEASON 3,,,83.0,Raider,7.0,0.0,Dabang Delhi Kc
1531,,Tushar Patil,,SEASON 3,,,83.0,Raider,13.0,0.0,Puneri Paltan
1532,,Tae Deok Eom,,SEASON 3,,,83.0,All Rounder,7.0,0.0,Patna Pirates
1533,,CPO Surjeet Singh,,SEASON 3,,,83.0,Raider,12.0,0.0,Dabang Delhi Kc
1534,,Somvir Shekhar,,SEASON 3,,,83.0,"Defender, Right Cover",3.0,0.0,Puneri Paltan
1535,,Rakesh Narwal,,SEASON 2,,,97.0,Raider,11.0,0.0,Bengaluru Bulls
1536,,Anil Singh,,SEASON 2,,,97.0,"Defender, Right Corner",2.0,0.0,Puneri Paltan
1537,,Somvir Shekhar,,SEASON 1,,,82.0,"Defender, Right Cover",6.0,0.0,Patna Pirates
1538,,Kiran A,,SEASON 1,,,82.0,Defender,4.0,0.0,Telugu Titans
1539,,Ravi Dalal,,SEASON 1,,,82.0,Raider,16.0,0.0,Patna Pirates
1540,,Chandran Ranjit,,SEASON 1,,,82.0,Raider,6.0,0.0,Telugu Titans
1541,,Mandeep Kumar,,SEASON 1,,,82.0,Raider,7.0,0.0,Patna Pirates
1542,,Prashanth Kumar Rai,,SEASON 1,,,82.0,Raider,7.0,0.0,Telugu Titans
1543,,Suresu Kumar,,SEASON 1,,,82.0,Raider,3.0,0.0,U Mumba
